pixel_id,lat,lon,min_lat,max_lat,min_lon,max_lon,MgO,Al2O3,SiO2,CaO,TiO2,FeO,K,Th,U,terrane,source
1458,40.0,9.0,37.5,42.5,6.0,12.0,8.7386,24.514,36.325,16.048000000000002,1.7221,12.125,2136.7,5.6423,1.5393,kreep,LP-GRS (Prettyman et al. 2006)
1459,40.0,15.0,37.5,42.5,12.0,18.0,11.823,18.244,42.224,18.217,0.97776,10.86,1458.2,4.0019,1.0915,kreep,LP-GRS (Prettyman et al. 2006)
1460,40.0,21.0,37.5,42.5,18.0,24.0,11.244,17.742,44.887,14.654,1.0965,11.71,1417.6,3.193,0.87069,mare,LP-GRS (Prettyman et al. 2006)
1461,40.0,27.0,37.5,42.5,24.0,30.0,10.52,15.589,41.901,15.447,1.6206999999999998,12.979,1125.7,2.7718,0.75571,mare,LP-GRS (Prettyman et al. 2006)
1462,40.0,33.0,37.5,42.5,30.0,36.0,11.081,21.61,40.183,14.773,1.2498,11.392,983.84,2.3299,0.63507,mare,LP-GRS (Prettyman et al. 2006)
1463,40.0,39.0,37.5,42.5,36.0,42.0,10.756,27.068,41.433,12.406,0.91122,8.083,976.81,2.1148,0.57635,mare,LP-GRS (Prettyman et al. 2006)
1464,40.0,45.0,37.5,42.5,42.0,48.0,9.1964,21.092,45.092,17.237,0.34914,7.543900000000001,1130.4,2.2519,0.61378,highlands,LP-GRS (Prettyman et al. 2006)
1465,40.0,51.0,37.5,42.5,48.0,54.0,11.669,25.956000000000003,37.407,16.33,0.73543,6.9140999999999995,783.95,2.1548,0.58726,highlands,LP-GRS (Prettyman et al. 2006)
1466,40.0,57.0,37.5,42.5,54.0,60.0,8.559,22.224,45.144,16.08,0.4448299999999999,6.7209,827.67,1.5636,0.42588,highlands,LP-GRS (Prettyman et al. 2006)
1467,40.0,63.0,37.5,42.5,60.0,66.0,8.713999999999999,20.574,44.492,16.512999999999998,0.52391,7.519000000000001,645.46,1.5673,0.42686,highlands,LP-GRS (Prettyman et al. 2006)
1468,40.0,69.0,37.5,42.5,66.0,72.0,9.6613,23.064,43.971,15.347,0.1782,6.6524,554.59,1.4713,0.40066,highlands,LP-GRS (Prettyman et al. 2006)
1469,40.0,75.0,37.5,42.5,72.0,78.0,9.9237,26.187,42.723,14.572,0.52315,5.7846,503.58,1.041,0.28319,highlands,LP-GRS (Prettyman et al. 2006)
1470,40.0,81.0,37.5,42.5,78.0,84.0,5.7465,25.203999999999997,46.129999999999995,15.641,0.57056,5.299,577.47,0.92143,0.25055,highlands,LP-GRS (Prettyman et al. 2006)
1471,40.0,87.0,37.5,42.5,84.0,90.0,6.7846,24.659,42.931,17.837,0.68237,5.5957,466.67,1.0282,0.27971,highlands,LP-GRS (Prettyman et al. 2006)
1472,40.0,93.0,37.5,42.5,90.0,96.0,8.6684,28.233000000000004,43.225,15.322,0.30117,3.9484,419.79,0.90988,0.2474,highlands,LP-GRS (Prettyman et al. 2006)
1473,40.0,99.0,37.5,42.5,96.0,102.0,5.371,23.124,44.368,17.737,0.46929,4.9891,335.41,0.82392,0.22393,highlands,LP-GRS (Prettyman et al. 2006)
1474,40.0,105.0,37.5,42.5,102.0,108.0,7.654,24.648999999999997,44.152,15.681,0.17772,5.2504,344.19,0.59645,0.16183,highlands,LP-GRS (Prettyman et al. 2006)
1475,40.0,111.0,37.5,42.5,108.0,114.0,7.2471,25.868999999999996,41.925,17.549999999999997,0.33214,5.2066,330.87,0.61402,0.16663,highlands,LP-GRS (Prettyman et al. 2006)
1476,40.0,117.0,37.5,42.5,114.0,120.0,5.045100000000001,25.325999999999997,44.214,16.907,0.51984,5.243600000000001,281.28,0.78061,0.21211,highlands,LP-GRS (Prettyman et al. 2006)
1477,40.0,123.0,37.5,42.5,120.0,126.0,5.9168,27.845,42.314,16.686,0.15524,4.6373,403.27,0.67978,0.18458,highlands,LP-GRS (Prettyman et al. 2006)
1478,40.0,129.0,37.5,42.5,126.0,132.0,5.8109,27.032,44.096,16.48,0.2434899999999999,4.4072,264.89,0.75292,0.20455,highlands,LP-GRS (Prettyman et al. 2006)
1479,40.0,135.0,37.5,42.5,132.0,138.0,4.7863999999999995,25.88,42.077,18.88,0.49166,4.9568,382.3,0.78334,0.21285,highlands,LP-GRS (Prettyman et al. 2006)
1480,40.0,141.0,37.5,42.5,138.0,144.0,6.6459,24.343,45.918,17.391000000000002,0.13805,4.7267,363.11,0.67021,0.18197,highlands,LP-GRS (Prettyman et al. 2006)
1481,40.0,147.0,37.5,42.5,144.0,150.0,7.5946,24.859,44.635000000000005,17.546,0.56943,4.7443,244.95,0.51577,0.13981,highlands,LP-GRS (Prettyman et al. 2006)
1482,40.0,153.0,37.5,42.5,150.0,156.0,4.859,27.499,45.92,16.144,0.04222,5.2178,318.84,0.36683,0.099144,highlands,LP-GRS (Prettyman et al. 2006)
1483,40.0,159.0,37.5,42.5,156.0,162.0,5.4174,26.137,45.042,15.789,0.2282199999999999,5.6731,314.54,0.38156,0.10317,highlands,LP-GRS (Prettyman et al. 2006)
1484,40.0,165.0,37.5,42.5,162.0,168.0,3.0909,26.725,43.835,17.77,0.4199699999999999,4.9329,479.57,0.69733,0.18937,highlands,LP-GRS (Prettyman et al. 2006)
1485,40.0,171.0,37.5,42.5,168.0,174.0,6.1315,23.68,45.175,16.746,0.45892,4.6179,251.54,0.69828,0.18963,highlands,LP-GRS (Prettyman et al. 2006)
1486,40.0,177.0,37.5,42.5,174.0,180.0,6.8749,24.879,43.536,16.302,0.36798,4.721,218.39,0.69224,0.18798,highlands,LP-GRS (Prettyman et al. 2006)
1487,45.0,-177.0,42.5,47.5,-180.0,-174.0,4.2295,26.613999999999997,45.494,14.643999999999998,0.2779,4.2155,291.55,0.53358,0.14467,highlands,LP-GRS (Prettyman et al. 2006)
1488,45.0,-171.0,42.5,47.5,-174.0,-168.0,4.4376999999999995,29.015,43.275000000000006,15.407000000000002,0.18785,3.5651,298.01,0.3479,0.093976,highlands,LP-GRS (Prettyman et al. 2006)
1489,45.0,-165.0,42.5,47.5,-168.0,-162.0,6.2484,27.655,41.297,15.497,0.3955499999999999,4.1842999999999995,140.91,0.53286,0.14447,highlands,LP-GRS (Prettyman et al. 2006)
1490,45.0,-159.0,42.5,47.5,-162.0,-156.0,2.7495,26.284999999999997,46.204,16.951,0.26204,4.6121,339.05,0.37048,0.10014,highlands,LP-GRS (Prettyman et al. 2006)
1491,45.0,-153.0,42.5,47.5,-156.0,-150.0,2.8324,29.766,43.454,15.351,0.53453,4.2442,380.89,0.20479,0.054906,highlands,LP-GRS (Prettyman et al. 2006)
1492,45.0,-147.0,42.5,47.5,-150.0,-144.0,2.6277,25.792,46.203,17.227999999999998,0.6147,3.9036,299.85,0.36071,0.097475,highlands,LP-GRS (Prettyman et al. 2006)
1493,45.0,-141.0,42.5,47.5,-144.0,-138.0,2.9533,28.819,44.574000000000005,17.247,0.0,4.0108999999999995,495.2,0.432,0.11694,highlands,LP-GRS (Prettyman et al. 2006)
1494,45.0,-135.0,42.5,47.5,-138.0,-132.0,4.922499999999999,30.712,45.498,14.126,0.0,3.637399999999999,257.42,0.27365,0.073706,highlands,LP-GRS (Prettyman et al. 2006)
1495,45.0,-129.0,42.5,47.5,-132.0,-126.0,6.5325999999999995,27.19,45.991,14.487,0.29584,4.3933,299.36,0.36057,0.097436,highlands,LP-GRS (Prettyman et al. 2006)
1496,45.0,-123.0,42.5,47.5,-126.0,-120.0,5.7382,27.82,44.003,17.757,0.0,4.412599999999999,246.85,0.63727,0.17298,highlands,LP-GRS (Prettyman et al. 2006)
1497,45.0,-117.0,42.5,47.5,-120.0,-114.0,3.521,27.194000000000003,46.018,16.838,0.25185,4.7588,363.75,0.89818,0.2442,highlands,LP-GRS (Prettyman et al. 2006)
1498,45.0,-111.0,42.5,47.5,-114.0,-108.0,5.7471000000000005,27.923,42.326,17.435000000000002,0.02475,4.2893,396.44,0.87697,0.23841,highlands,LP-GRS (Prettyman et al. 2006)
1499,45.0,-105.0,42.5,47.5,-108.0,-102.0,6.373900000000001,27.422,44.128,16.646,0.0,4.0828999999999995,462.42,0.94857,0.25796,highlands,LP-GRS (Prettyman et al. 2006)
1500,45.0,-99.0,42.5,47.5,-102.0,-96.0,7.7832,25.762,42.302,17.233,0.16852,4.8577,602.6,1.3468,0.36669,highlands,LP-GRS (Prettyman et al. 2006)
1501,45.0,-93.0,42.5,47.5,-96.0,-90.0,8.0806,26.206000000000003,42.733,17.418,0.48272,5.3232,835.92,1.785,0.48632,highlands,LP-GRS (Prettyman et al. 2006)
1502,45.0,-87.0,42.5,47.5,-90.0,-84.0,6.967,28.187,43.6,14.859,0.50222,5.7679,1150.9,2.6847,0.73191,highlands,LP-GRS (Prettyman et al. 2006)
1503,45.0,-81.0,42.5,47.5,-84.0,-78.0,10.321,23.171,42.78,15.866,0.6530900000000001,7.784000000000001,1556.3,3.7279,1.0167,kreep,LP-GRS (Prettyman et al. 2006)
1504,45.0,-75.0,42.5,47.5,-78.0,-72.0,13.056,14.890999999999998,40.232,14.202,1.6233000000000002,12.78,1474.7,4.2732,1.1656,kreep,LP-GRS (Prettyman et al. 2006)
1505,45.0,-69.0,42.5,47.5,-72.0,-66.0,9.6838,15.666,40.296,12.722,2.0608999999999997,15.222,1419.5,3.9697,1.0827,kreep,LP-GRS (Prettyman et al. 2006)
1506,45.0,-63.0,42.5,47.5,-66.0,-60.0,11.164,14.379,37.881,13.235,1.5502,16.982,1474.8,3.708,1.0113,kreep,LP-GRS (Prettyman et al. 2006)
1507,45.0,-57.0,42.5,47.5,-60.0,-54.0,10.159,10.209,39.802,13.041,3.4194000000000004,17.595,1674.9,4.6897,1.2793,kreep,LP-GRS (Prettyman et al. 2006)
1508,45.0,-51.0,42.5,47.5,-54.0,-48.0,5.7533,14.714,38.771,13.268,3.2525,16.895,2617.9,6.5477,1.7865,kreep,LP-GRS (Prettyman et al. 2006)
1509,45.0,-45.0,42.5,47.5,-48.0,-42.0,9.1135,17.118,36.045,17.149,3.1242,15.473,3057.3,8.3223,2.271,kreep,LP-GRS (Prettyman et al. 2006)
1510,45.0,-39.0,42.5,47.5,-42.0,-36.0,11.434,19.302,40.974,16.012,1.3486,13.466,2917.3,7.6514,2.0878,kreep,LP-GRS (Prettyman et al. 2006)
1511,45.0,-33.0,42.5,47.5,-36.0,-30.0,11.934,16.39,37.058,12.903999999999998,2.464,15.371000000000002,2137.1,5.4141,1.477,kreep,LP-GRS (Prettyman et al. 2006)
1512,45.0,-27.0,42.5,47.5,-30.0,-24.0,12.801000000000002,14.731,36.351,11.495,2.7556000000000003,17.029,1809.3,4.5359,1.2373,kreep,LP-GRS (Prettyman et al. 2006)
1513,45.0,-21.0,42.5,47.5,-24.0,-18.0,8.3609,11.131,37.063,12.232,3.8298,20.266,1610.7,4.2093,1.1481,kreep,LP-GRS (Prettyman et al. 2006)
1514,45.0,-15.0,42.5,47.5,-18.0,-12.0,9.8461,11.364,37.966,13.242,3.1153,17.907999999999998,1512.7,3.8597,1.0527,kreep,LP-GRS (Prettyman et al. 2006)
1515,45.0,-9.0,42.5,47.5,-12.0,-6.0,12.825,12.796,36.869,14.437,2.2100999999999997,15.952,1591.7,4.0606,1.1075,kreep,LP-GRS (Prettyman et al. 2006)
1516,45.0,-3.0,42.5,47.5,-6.0,0.0,10.992,13.962,40.116,15.507,2.0454,13.887,1999.6,4.9753,1.3572,kreep,LP-GRS (Prettyman et al. 2006)
1517,45.0,3.0,42.5,47.5,0.0,6.0,9.0097,17.686,40.647,19.356,1.9403,12.259,2305.2,6.0562,1.6523,kreep,LP-GRS (Prettyman et al. 2006)
1518,45.0,9.0,42.5,47.5,6.0,12.0,9.2505,19.708,40.632000000000005,19.617,1.1621,10.706,2034.5,5.2864,1.4422,kreep,LP-GRS (Prettyman et al. 2006)
1519,45.0,15.0,42.5,47.5,12.0,18.0,12.642,28.612,37.458000000000006,13.202,1.2691,7.919,1597.0,4.1229,1.1246,kreep,LP-GRS (Prettyman et al. 2006)
1520,45.0,21.0,42.5,47.5,18.0,24.0,9.5357,20.654,42.893,14.976,1.0766,10.741,1428.8,3.6068,0.98365,kreep,LP-GRS (Prettyman et al. 2006)
1521,45.0,27.0,42.5,47.5,24.0,30.0,9.3153,19.734,41.632000000000005,15.644,1.609,11.987,1194.5,2.8409,0.77457,mare,LP-GRS (Prettyman et al. 2006)
1522,45.0,33.0,42.5,47.5,30.0,36.0,8.6341,17.852,43.521,15.643,1.4625,11.413,1072.8,2.422,0.66019,mare,LP-GRS (Prettyman et al. 2006)
1523,45.0,39.0,42.5,47.5,36.0,42.0,14.002999999999998,24.436,38.892,13.858999999999998,0.32244,9.1303,1007.9,2.4265,0.66145,highlands,LP-GRS (Prettyman et al. 2006)
1524,45.0,45.0,42.5,47.5,42.0,48.0,8.7509,21.083,45.344,14.077,1.1937,8.4535,943.79,2.2735,0.61966,mare,LP-GRS (Prettyman et al. 2006)
1525,45.0,51.0,42.5,47.5,48.0,54.0,8.9034,19.924,45.871,16.823,0.4380199999999999,8.2805,847.74,2.0226,0.55116,highlands,LP-GRS (Prettyman et al. 2006)
1526,45.0,57.0,42.5,47.5,54.0,60.0,6.962,25.552000000000003,40.802,15.882,0.62249,8.3138,922.45,1.6816,0.45807,mare,LP-GRS (Prettyman et al. 2006)
1527,45.0,63.0,42.5,47.5,60.0,66.0,8.9448,27.07,41.44,14.134,0.54122,6.6746,760.65,1.5085,0.41083,highlands,LP-GRS (Prettyman et al. 2006)
1528,45.0,69.0,42.5,47.5,66.0,72.0,10.738,23.521,41.728,15.437,0.3929,6.8941,526.48,1.3505,0.36768,highlands,LP-GRS (Prettyman et al. 2006)
1529,45.0,75.0,42.5,47.5,72.0,78.0,6.8353,28.667,42.439,14.938,0.49399,5.1477,528.36,1.2322,0.33539,highlands,LP-GRS (Prettyman et al. 2006)
1530,45.0,81.0,42.5,47.5,78.0,84.0,5.8685,23.703,45.177,17.088,0.6082299999999999,5.2914,562.17,1.1486,0.31255,highlands,LP-GRS (Prettyman et al. 2006)
1531,45.0,87.0,42.5,47.5,84.0,90.0,8.0747,28.218,41.096,15.756999999999998,0.57026,5.0224,540.3,0.96861,0.26343,highlands,LP-GRS (Prettyman et al. 2006)
1532,45.0,93.0,42.5,47.5,90.0,96.0,8.2911,30.754,41.866,13.028,0.32533,4.2815,424.63,0.95383,0.2594,highlands,LP-GRS (Prettyman et al. 2006)
1533,45.0,99.0,42.5,47.5,96.0,102.0,7.304399999999999,26.607999999999997,44.393,14.16,0.4544399999999999,4.4091,360.18,0.8117,0.22059,highlands,LP-GRS (Prettyman et al. 2006)
1534,45.0,105.0,42.5,47.5,102.0,108.0,6.9177,21.726,44.68,16.483999999999998,0.49978,5.2433,342.63,0.78875,0.21433,highlands,LP-GRS (Prettyman et al. 2006)
1535,45.0,111.0,42.5,47.5,108.0,114.0,5.3406,24.439,44.548,16.789,0.11343,5.3770999999999995,505.03,0.71975,0.19549,highlands,LP-GRS (Prettyman et al. 2006)
1536,45.0,117.0,42.5,47.5,114.0,120.0,4.749,29.186,42.863,16.323999999999998,0.55152,4.4902999999999995,475.29,0.63353,0.17195,highlands,LP-GRS (Prettyman et al. 2006)
1537,45.0,123.0,42.5,47.5,120.0,126.0,4.4698,28.982999999999997,41.055,19.253,0.3744599999999999,3.7626,475.17,0.58873,0.15972,highlands,LP-GRS (Prettyman et al. 2006)
1538,45.0,129.0,42.5,47.5,126.0,132.0,6.3496,20.993,46.356,19.061,0.0,5.2864,353.95,0.63668,0.17281,highlands,LP-GRS (Prettyman et al. 2006)
1539,45.0,135.0,42.5,47.5,132.0,138.0,3.7905,24.095,47.369,17.967,0.26932,3.966,479.6,0.6949,0.18871,highlands,LP-GRS (Prettyman et al. 2006)
1540,45.0,141.0,42.5,47.5,138.0,144.0,6.0211,24.903,43.318,18.262,0.50254,5.053599999999999,354.8,0.6095,0.16539,highlands,LP-GRS (Prettyman et al. 2006)
1541,45.0,147.0,42.5,47.5,144.0,150.0,5.4909,28.094,43.705,17.321,0.12024,4.992,379.46,0.51555,0.13974,highlands,LP-GRS (Prettyman et al. 2006)
1542,45.0,153.0,42.5,47.5,150.0,156.0,2.5332,26.115,42.925999999999995,18.071,0.82239,5.2161,455.01,0.38143,0.10313,highlands,LP-GRS (Prettyman et al. 2006)
1543,45.0,159.0,42.5,47.5,156.0,162.0,3.6359,25.527,45.719,17.938000000000002,0.37791,5.5268999999999995,532.48,0.33659,0.090889,highlands,LP-GRS (Prettyman et al. 2006)
1544,45.0,165.0,42.5,47.5,162.0,168.0,6.7883,25.158,44.238,16.903000000000002,0.11576,5.0096,342.3,0.55899,0.1516,highlands,LP-GRS (Prettyman et al. 2006)
1545,45.0,171.0,42.5,47.5,168.0,174.0,6.1551,28.860999999999997,41.929,16.227,0.0,4.7251,355.98,0.62913,0.17075,highlands,LP-GRS (Prettyman et al. 2006)
1546,45.0,177.0,42.5,47.5,174.0,180.0,7.7332,27.52,44.153,14.232,0.0,4.2019,74.291,0.61974,0.16819,highlands,LP-GRS (Prettyman et al. 2006)
1547,50.0,-176.25,47.5,52.5,-180.0,-172.5,3.8288,26.815,42.827,17.899,0.27244,4.053,337.19,0.39028,0.10555,highlands,LP-GRS (Prettyman et al. 2006)
1548,50.0,-168.75,47.5,52.5,-172.5,-165.0,5.6384,22.024,43.541999999999994,19.59,0.30587,4.7751,185.0,0.39658,0.10727,highlands,LP-GRS (Prettyman et al. 2006)
1549,50.0,-161.25,47.5,52.5,-165.0,-157.5,6.320099999999999,23.735999999999997,45.086,15.445999999999998,0.32746,4.727399999999999,291.22,0.29252,0.078858,highlands,LP-GRS (Prettyman et al. 2006)
1550,50.0,-153.75,47.5,52.5,-157.5,-150.0,6.821000000000001,26.63,44.379000000000005,14.778,0.005382,4.3655,36.04,0.39303,0.1063,highlands,LP-GRS (Prettyman et al. 2006)
1551,50.0,-146.25,47.5,52.5,-150.0,-142.5,3.6195,27.314,46.289,14.801,0.2877699999999999,5.0401,333.45,0.54897,0.14887,highlands,LP-GRS (Prettyman et al. 2006)
1552,50.0,-138.75,47.5,52.5,-142.5,-135.0,4.8764,25.332,42.869,18.333,0.29147,4.6108,380.99,0.56982,0.15456,highlands,LP-GRS (Prettyman et al. 2006)
1553,50.0,-131.25,47.5,52.5,-135.0,-127.5,4.5222,29.713,43.912,15.665,0.19184,4.181,224.58,0.66935,0.18173,highlands,LP-GRS (Prettyman et al. 2006)
1554,50.0,-123.75,47.5,52.5,-127.5,-120.0,7.2783,21.468,46.69,18.271,0.0,4.9021,229.16,0.68383,0.18568,highlands,LP-GRS (Prettyman et al. 2006)
1555,50.0,-116.25,47.5,52.5,-120.0,-112.5,5.6311,26.989,45.859,15.214,0.51722,4.0116,272.91,0.96165,0.26153,highlands,LP-GRS (Prettyman et al. 2006)
1556,50.0,-108.75,47.5,52.5,-112.5,-105.0,5.4891000000000005,29.069,41.703,15.772,0.38071,4.635800000000001,502.05,1.1258,0.30634,highlands,LP-GRS (Prettyman et al. 2006)
1557,50.0,-101.25,47.5,52.5,-105.0,-97.5,6.6829,25.883,43.465,16.427,0.67333,4.548,560.02,1.4688,0.39997,highlands,LP-GRS (Prettyman et al. 2006)
1558,50.0,-93.75,47.5,52.5,-97.5,-90.0,6.0862,27.72,45.216,16.495,0.0,4.626099999999999,950.33,1.7212,0.46888,highlands,LP-GRS (Prettyman et al. 2006)
1559,50.0,-86.25,47.5,52.5,-90.0,-82.5,6.2614,29.695,41.81,14.826,0.61517,5.7932999999999995,1224.9,2.4039,0.65528,highlands,LP-GRS (Prettyman et al. 2006)
1560,50.0,-78.75,47.5,52.5,-82.5,-75.0,10.213,21.159,42.591,16.235,1.1661,8.5703,1294.8,3.6112,0.98486,kreep,LP-GRS (Prettyman et al. 2006)
1561,50.0,-71.25,47.5,52.5,-75.0,-67.5,8.9754,13.794999999999998,39.897,17.257,1.7520999999999998,13.377,1691.3,4.6797,1.2766,kreep,LP-GRS (Prettyman et al. 2006)
1562,50.0,-63.75,47.5,52.5,-67.5,-60.0,9.1751,12.451,41.313,15.873,2.0493,13.932,1606.1,4.471,1.2196,kreep,LP-GRS (Prettyman et al. 2006)
1563,50.0,-56.25,47.5,52.5,-60.0,-52.5,10.535,15.808,36.69,12.767,2.1768,15.362,1895.2,5.2,1.4186,kreep,LP-GRS (Prettyman et al. 2006)
1564,50.0,-48.75,47.5,52.5,-52.5,-45.0,8.2397,11.915,40.022000000000006,14.409,3.1489000000000003,14.896999999999998,2348.8,6.4848,1.7694,kreep,LP-GRS (Prettyman et al. 2006)
1565,50.0,-41.25,47.5,52.5,-45.0,-37.5,12.173,18.551,36.266,18.151,1.8253,12.85,2821.6,7.9438,2.1677,kreep,LP-GRS (Prettyman et al. 2006)
1566,50.0,-33.75,47.5,52.5,-37.5,-30.0,11.826,25.541000000000004,37.939,14.784,0.96159,11.767,3135.8,8.056,2.1983,kreep,LP-GRS (Prettyman et al. 2006)
1567,50.0,-26.25,47.5,52.5,-30.0,-22.5,9.4668,20.628,40.888000000000005,14.913000000000002,1.8731,13.943,3148.2,8.0476,2.196,kreep,LP-GRS (Prettyman et al. 2006)
1568,50.0,-18.75,47.5,52.5,-22.5,-15.0,10.559,13.415,40.538999999999994,17.595,2.0526,15.723999999999998,2535.4,6.6748,1.8212,kreep,LP-GRS (Prettyman et al. 2006)
1569,50.0,-11.25,47.5,52.5,-15.0,-7.5,13.364999999999998,15.779000000000002,39.897,15.807,1.8011,13.449,2042.7,5.4889,1.4975,kreep,LP-GRS (Prettyman et al. 2006)
1570,50.0,-3.75,47.5,52.5,-7.5,0.0,13.261,19.552,39.66,15.521,1.0993,12.93,2158.5,5.8119,1.5857,kreep,LP-GRS (Prettyman et al. 2006)
1571,50.0,3.75,47.5,52.5,0.0,7.5,12.067,16.11,42.729,16.267,1.5248,12.05,2196.0,5.7524,1.5694,kreep,LP-GRS (Prettyman et al. 2006)
1572,50.0,11.25,47.5,52.5,7.5,15.0,10.254,15.774,42.353,13.622,1.1561,13.665,1791.2,4.5591,1.2436,kreep,LP-GRS (Prettyman et al. 2006)
1573,50.0,18.75,47.5,52.5,15.0,22.5,11.573,22.626,39.668,13.158,1.3491,10.817,1598.8,3.7913,1.034,kreep,LP-GRS (Prettyman et al. 2006)
1574,50.0,26.25,47.5,52.5,22.5,30.0,8.8532,20.927,41.265,11.533,1.5372,11.815,1351.1,3.292,0.89771,mare,LP-GRS (Prettyman et al. 2006)
1575,50.0,33.75,47.5,52.5,30.0,37.5,10.82,21.141,40.404,13.252,1.1932,11.09,1207.0,2.6987,0.73576,mare,LP-GRS (Prettyman et al. 2006)
1576,50.0,41.25,47.5,52.5,37.5,45.0,10.798,25.611,39.346,15.434,0.78464,9.0185,1074.0,2.8632,0.78066,mare,LP-GRS (Prettyman et al. 2006)
1577,50.0,48.75,47.5,52.5,45.0,52.5,8.7281,23.011,43.716,15.812,0.8027299999999999,8.190999999999999,1019.2,2.0561,0.56032,mare,LP-GRS (Prettyman et al. 2006)
1578,50.0,56.25,47.5,52.5,52.5,60.0,8.5329,24.035,41.54,14.175,0.69502,7.8958,765.26,1.636,0.44564,highlands,LP-GRS (Prettyman et al. 2006)
1579,50.0,63.75,47.5,52.5,60.0,67.5,7.542699999999999,27.903,42.355,13.442000000000002,0.74052,6.0482000000000005,780.11,1.4657,0.39912,highlands,LP-GRS (Prettyman et al. 2006)
1580,50.0,71.25,47.5,52.5,67.5,75.0,8.2621,26.222,43.033,15.581,0.19488,5.8564,632.81,1.1715,0.31881,highlands,LP-GRS (Prettyman et al. 2006)
1581,50.0,78.75,47.5,52.5,75.0,82.5,7.059500000000001,26.638,42.496,15.976,0.48712,5.8068,566.34,1.3963,0.38018,highlands,LP-GRS (Prettyman et al. 2006)
1582,50.0,86.25,47.5,52.5,82.5,90.0,9.5813,26.956999999999997,44.15,14.395,0.43841,4.7682,588.83,1.0642,0.28952,highlands,LP-GRS (Prettyman et al. 2006)
1583,50.0,93.75,47.5,52.5,90.0,97.5,8.2845,24.537,46.819,14.632,0.13399,4.1094,440.41,0.77669,0.21104,highlands,LP-GRS (Prettyman et al. 2006)
1584,50.0,101.25,47.5,52.5,97.5,105.0,8.082699999999999,26.873,43.578,14.886,0.35995,4.66,317.67,0.57196,0.15515,highlands,LP-GRS (Prettyman et al. 2006)
1585,50.0,108.75,47.5,52.5,105.0,112.5,5.1949000000000005,30.971,41.135,16.088,0.28026,4.036300000000001,403.93,0.6283,0.17052,highlands,LP-GRS (Prettyman et al. 2006)
1586,50.0,116.25,47.5,52.5,112.5,120.0,5.0713,26.223000000000003,44.005,16.067,0.5192,4.7523,449.11,0.74313,0.20188,highlands,LP-GRS (Prettyman et al. 2006)
1587,50.0,123.75,47.5,52.5,120.0,127.5,7.769900000000001,25.633,43.595,15.737000000000002,0.29588,4.3804,265.14,0.7015,0.19051,highlands,LP-GRS (Prettyman et al. 2006)
1588,50.0,131.25,47.5,52.5,127.5,135.0,6.401,23.548,43.722,18.282,0.4133799999999999,4.6487,391.86,0.71225,0.19344,highlands,LP-GRS (Prettyman et al. 2006)
1589,50.0,138.75,47.5,52.5,135.0,142.5,4.9218,26.438,42.788,16.389,0.4646,5.2092,415.31,0.65061,0.17662,highlands,LP-GRS (Prettyman et al. 2006)
1590,50.0,146.25,47.5,52.5,142.5,150.0,5.2524,26.723999999999997,46.968,14.85,0.30059,4.5025,348.69,0.65628,0.17817,highlands,LP-GRS (Prettyman et al. 2006)
1591,50.0,153.75,47.5,52.5,150.0,157.5,5.0436000000000005,26.138,43.904,17.635,0.43561,4.8466000000000005,331.2,0.39623,0.10717,highlands,LP-GRS (Prettyman et al. 2006)
1592,50.0,161.25,47.5,52.5,157.5,165.0,4.1748,27.286,43.855,17.629,0.14901,4.5694,358.88,0.43247,0.11706,highlands,LP-GRS (Prettyman et al. 2006)
1593,50.0,168.75,47.5,52.5,165.0,172.5,6.891,29.89,40.152,16.119,0.17269,3.8505,229.44,0.6516,0.17689,highlands,LP-GRS (Prettyman et al. 2006)
1594,50.0,176.25,47.5,52.5,172.5,180.0,2.2113,32.251999999999995,42.435,16.243,0.29532,4.227,455.46,0.50798,0.13768,highlands,LP-GRS (Prettyman et al. 2006)
1595,55.0,-176.0,52.5,57.5,-180.0,-172.0,4.6329,25.805,44.871,15.390999999999998,0.35423,4.6328000000000005,197.49,0.67425,0.18307,highlands,LP-GRS (Prettyman et al. 2006)
1596,55.0,-168.0,52.5,57.5,-172.0,-164.0,4.5278,25.630999999999997,46.733,14.951,0.13351,4.5623,189.61,0.49917,0.13527,highlands,LP-GRS (Prettyman et al. 2006)
1597,55.0,-160.0,52.5,57.5,-164.0,-156.0,4.5325,24.813,46.127,15.496,0.5644399999999999,4.2172,151.99,0.441,0.11939,highlands,LP-GRS (Prettyman et al. 2006)
1598,55.0,-152.0,52.5,57.5,-156.0,-148.0,6.343699999999999,24.028,44.925,15.861,0.4544,4.4718,259.64,0.43158,0.11682,highlands,LP-GRS (Prettyman et al. 2006)
1599,55.0,-144.0,52.5,57.5,-148.0,-140.0,3.798,28.283,43.445,17.607,0.20933,3.412,308.57,0.48451,0.13127,highlands,LP-GRS (Prettyman et al. 2006)
1600,55.0,-136.0,52.5,57.5,-140.0,-132.0,5.555000000000001,31.052999999999997,42.331,14.771,0.21974,3.9069,375.36,0.4545,0.12308,highlands,LP-GRS (Prettyman et al. 2006)
1601,55.0,-128.0,52.5,57.5,-132.0,-124.0,2.7499,30.306,43.886,16.564999999999998,0.4149199999999999,4.017600000000001,376.39,0.51178,0.13872,highlands,LP-GRS (Prettyman et al. 2006)
